movie_id	audience_score	critic_score	actor_names	actor_links	synopsis	In Theaters	Genre	Studio	Directed By	Runtime	Box Office	Rating	Written By
twentynine_palms	40%	41%	David Wissack,Yekaterina Golubeva,David Wissak	/celebrity/david_wissack,/celebrity/yekaterina_golubeva,/celebrity/david_wissak	David, an independent photographer, and Katia, an unemployed woman, leave L.A. to explore the desert terrain in search of a natural set for a magazine photo-shoot. The attractive couple finds a motel at 29 Palms, and subsequently spends their days on their four-wheelers, discovering the Joshua Tree Desert. Driving around with utter freedom, they lose themselves on nameless roads and trails. Frantically making love all the time and most everywhere, they regularly fight. Inevitably, David and Katia kiss and make up though, understanding the eruption petty fights that can occur within ordinary daily life. However, soon their relationship begins to collapse, and elements of menace and fear begin to plague their time spent together, as something horrible and hideous descends upon them.	Apr 9, 2004 wide	Art House & International, Drama, Mystery & Suspense	Wellspring	Bruno Dumont	119 minutes	NONE	R (language, violence, some sexual content, and brief drug use)	Bruno Dumont
1003780-caught	78%	100%	Barbara Bel Geddes,Robert Ryan,James Mason,Ruth Brady,Curt Bois,Frank Ferguson,Natalie Schafer,Art Smith,Sonia Darrin,Bernadene Hayes,Ann Morrison,Wilton Graff,Jim Hawkins,Vicki Raw Stiener	/celebrity/barbara_bel_geddes,/celebrity/robert_ryan,/celebrity/james_mason,/celebrity/ruth_brady,/celebrity/curt-bois,/celebrity/frank_ferguson,/celebrity/natalie_schafer,/celebrity/art_smith,/celebrity/sonia_darrin,/celebrity/bernadene-hayes,/celebrity/ann_morrison,/celebrity/wilton_graff,/celebrity/jim_hawkins,/celebrity/vicki_raw_stiener	It doesn't take a nuclear scientist to figure out that Smith Ohrig, the character played by Robert Ryan in Caught, is a thinly disguised takeoff of Howard Hughes. But whereas Howard Hughes was merely paranoid and eccentric, Smith Ohrig is an all-out psycho. Impulsively marrying ambitious model Leonora Eames (Barbara Bel Geddes), Ohrig keeps the poor girl a virtual prisoner in his palatial mansion, tormenting her with twisted mind games while he continues his premarital playboy activities. Coming to the realization that wealth and creature comforts are no substitute for stability, Leonora takes a "normal" job in the offices of society doctor Larry Quinada (James Mason). Falling in love with her boss, Leonora nonetheless returns to Ohrig when he turns on his patented charm. Only an act of God (accelerated by Ohrig's hedonistic lifestyle) rescues Leonora from a life of lavish bondage. Billed as Max Opuls on the credits of Caught, director Max Ophuls manages to implant his own distinctive style upon what is essentially a slick Hollywood studio product. ~ Hal Erickson, Rovi	Jan 1, 1949 wide	Classics, Drama, Mystery & Suspense	MGM	Max Ophüls	90 minutes	NONE	NR	Arthur Laurents
the_green_butchers	83%	63%	Nikolaj Lie Kaas,Mads Mikkelsen,Line Kruse,Nicolas Bro,Aksel Erhardtsen,Aksel Erhardsen,Bodil Jørgensen,Ole Thestrup,Lily Weiding,Camilla Bendix,Jakob Cedergren,Kristian Halken,Tomas Villum Jensen,Jeppe Kaas,Henning Lajer,Peter Lambert,Hanne Lovendahl,Andre Lundemann,Mia Lyhne,Christina Meyer,Laura Meyer,Sofia Meyer	/celebrity/nikolaj_lie_kaas,/celebrity/mads_mikkelsen,/celebrity/line_kruse,/celebrity/nicolas-bro,/celebrity/aksel-erhardtsen,/celebrity/aksel_erhardsen,/celebrity/bodil_jorgensen,/celebrity/ole-thestrup,/celebrity/lily_weiding,/celebrity/camilla-bendix,/celebrity/jakob_cedergren_2,/celebrity/kristian_halken,/celebrity/tomas_villum_jensen,/celebrity/jeppe_kaas,/celebrity/henning_lajer,/celebrity/peter_lambert,/celebrity/hanne_lovendahl,/celebrity/andre_lundemann,/celebrity/mia_lyhne_2,/celebrity/christina_meyer,/celebrity/laura_meyer,/celebrity/sofia_meyer	This black comedy from Denmark involves the exploits of Bjarne and Svend, two friends who go into the meat-cutting business together only to see their venture fail miserably. But when Svend starts experimenting with a strange new culinary concoction, business picks up -- but they find that getting ahold of their "secret ingredient" will be more of a challenge than they thought.	Apr 3, 2004 wide	Art House & International, Comedy, Drama	Newmarket Films	Anders Thomas Jensen	95 minutes	NONE	R (for language, disturbing images and drug use)	Anders Thomas Jensen
theeb	76%	97%	Jacir Eid Al-Hwietat,Hussein Salameh Al-Sweilhiyeen,Hassan Mutlag Al-Maraiyeh,Jack Fox,Marji Audeh	/celebrity/jacir_eid_al_hwietat,/celebrity/hussein_salameh_al_sweilhiyeen,/celebrity/hassan_mutlag_al_maraiyeh,/celebrity/jack_fox,/celebrity/marji_audeh	In the Ottoman province of Hijaz during World War I, a young Bedouin boy experiences a greatly hastened coming of age as he embarks on a perilous desert journey to guide a British officer to his secret destination.	Nov 6, 2015 wide	Action & Adventure, Drama	Noor Pictures	Naji Abu Nowar	100 minutes	$128,430	NR	Naji Abu Nowar, Bassel Ghandour
10006270	68%	42%	Michael Lerner,Lesley Ann Warren,Jack Klugman,Meredith Scott Lynn,Shiri Appleby,Mili Avital,Ben Feldman,Adam Lamberg,Max Greenfield,Cynda Williams,Mark Ivanir,Dan Bucatinsky,Oscar Nunez,Vickilyn Reynolds,Victoria Justice,Kane Ritchotte,Arman Manyan,Jeremy Glazer,Cantor Avshalom Katz,Cantor Chaim 'Erik' Goldberger,Yehuda Solomon,Lucca Fletcher,Tania Godfrey,Candace Zuchowski,Brandon Waters,Caleb Armstrong,Schlomo 'Schwartzie' Schwartz,Beth Ann Warren,Jeff D'Agostino,Joshua Weinstein	/celebrity/michael_lerner,/celebrity/lesley_ann_warren,/celebrity/jack_klugman,/celebrity/meredith_scott_lynn,/celebrity/shiri_appleby,/celebrity/mili_avital,/celebrity/ben_feldman,/celebrity/adam_lamberg,/celebrity/max_greenfield,/celebrity/cynda_williams,/celebrity/1174386-mark_ivanir,/celebrity/dan_bucatinsky,/celebrity/10001487-oscar_nunez,/celebrity/vickilyn_reynolds,/celebrity/victoria-justice,/celebrity/kane_ritchotte,/celebrity/arman_manyan,/celebrity/jeremy_glazer,/celebrity/cantor_avshalom_katz,/celebrity/cantor_chaim_erik_goldberger,/celebrity/yehuda_solomon,/celebrity/lucca_fletcher,/celebrity/tania_godfrey,/celebrity/candace_zuchowski,/celebrity/brandon_waters,/celebrity/caleb_armstrong,/celebrity/schlomo_schwartzie_schwartz,/celebrity/beth_ann_warren,/celebrity/jeff_dagostino,/celebrity/joshua_weinstein	This is the story of the world's fastest Passover seder that is anything but. On this night, secrets will be revealed, fantasies fulfilled, barriers broken-down and some food might be consumed. A tough-love dad has to deal with hosting his father who never unpacks, his wife who is intent on creating the perfect Seder, and his children who go out of their way to make the night an adventure. When one of the kids slips Dad a tab of Ecstasy, his visions turn him into a modern day Moses intent on leading this hungry group to the promised land of family forgiveness. Of course, they're all so stubborn, it would be easier to part the Red Sea.	Apr 7, 2006 wide	Comedy	ThinkFilm	Salvador Litvak	86 minutes	$362,889	R (for drug use, language and some sexual content)	Salvador Litvak, Nina Davidovich
awful_nice_2013	38%	22%	Alex Rennie,James Pumphrey,Brett Gelman,Christopher Meloni,Keeley Hazell,Laura Ramsey,Charlie Sanders,Josh Fadem,Dominic Dierkes,D.C. Pierson,Jon Gabrus,Kerry Barker,Heri Leigh,Henry Zebrowski,Yakov Smirnoff	/celebrity/alex_rennie,/celebrity/james_pumphrey,/celebrity/brett_gelman,/celebrity/christopher_meloni,/celebrity/keeley_hazell,/celebrity/laura_ramsey,/celebrity/charlie_sanders,/celebrity/josh_fadem,/celebrity/dominic_dierkes,/celebrity/dc_pierson,/celebrity/jon_gabrus,/celebrity/kerry_barker,/celebrity/heri_leigh,/celebrity/henry_zebrowski,/celebrity/yakov_smirnoff	Estranged brothers Jim and Dave must travel to Branson together when their father dies and leaves them the lake home. A series of hilarious mishaps and costly misadventures follow as they attempt to restore the house and rebuild their relationship. (C) Official Facebook	Mar 7, 2014 limited	Comedy	Screen Media Ventures	Todd Sklar	88 minutes	NONE	R (for pervasive language and some sexual content)	Todd Sklar, Alex Rennie
marfa_girl	33%	27%	Adam Mediano,Mercedes Maxwell,Indigo Rael,Drake Burnette,Mary Farley,Lindsay Jones,Jeremy St. James,Rodrigo Lloreda,Tina Rodriguez	/celebrity/adam_mediano,/celebrity/mercedes_maxwell,/celebrity/indigo_rael,/celebrity/drake_burnette,/celebrity/mary_farley,/celebrity/lindsay_jones,/celebrity/jeremy_st_james,/celebrity/rodrigo_lloreda,/celebrity/tina_rodriguez	Filmmaker Larry Clark (Kids, Wassup Rockers) employs a cast of unknown actors to tell the story of a teenager coming of age in the multi-cultural border town of Marfa, Texas. ~ Jason Buchanan, Rovi	Mar 27, 2015 limited	Drama	Breaking Glass Pictures	Larry Clark	106 minutes	NONE	NR	Larry Clark
maniac_cop_2	40%	60%	Robert Z'Dar,Robert Davi,Claudia Christian,Michael Lerner,Bruce Campbell,Clarence Williams III,Leo Rossi,Charles Napier,Laurene Landon,Lou Bonacki,Paula Trickey,Santos Morales,Robert Earl Jones,Andrew Hill Newman,Angel Salazar,Vincent Russo,Hank Garrett,Bo Dietl,Charlie Alfano,Kurek Ashley,Joe Cirillo,Nick Barbaro,John Barnes,Barry Brenner,Marc Chamlin,Charlie Croughwell,David Michael Graves,Shelly Desai,James Dixon,Jude Farese,Henry Fehren,Lisa Kramer,Ira Belgrade,Lennon,Frank Pesce,Sam Raimi,Debra Sarategui,Danny Trejo,Audrey Maryln,Patrick S. Harrigan,Glen Lloyd Hahn,Maria D'Alessio,Linda Moline,Cynthia Banks,Heather Dalberg,Robin Hansen,Nancy Dregan,Manuella Mora,Krystal Sather,Mildred Smedley,Ysobel Villanera	/celebrity/robert_zdar,/celebrity/robert_davi,/celebrity/claudia_christian,/celebrity/michael_lerner,/celebrity/bruce_campbell,/celebrity/clarence_williams_iii,/celebrity/leo_rossi,/celebrity/charles_napier,/celebrity/laurene_landon,/celebrity/lou_bonacki,/celebrity/paula_trickey,/celebrity/santos_morales,/celebrity/robert_earl_jones,/celebrity/andrew_hill_newman,/celebrity/angel_salazar,/celebrity/vincent_russo,/celebrity/hank_garrett,/celebrity/bo_dietl,/celebrity/charlie_alfano,/celebrity/kurek_ashley,/celebrity/joe_cirillo,/celebrity/nick_barbaro,/celebrity/john_barnes,/celebrity/barry-brenner,/celebrity/marc_chamlin,/celebrity/charlie_croughwell,/celebrity/david_michael_graves,/celebrity/shelly_desai,/celebrity/james_dixon,/celebrity/jude_farese,/celebrity/henry_fehren,/celebrity/lisa_kramer,/celebrity/ira_belgrade,/celebrity/lennon,/celebrity/frank-pesce,/celebrity/sam_raimi,/celebrity/debra_sarategui,/celebrity/danny_trejo,/celebrity/audrey_maryln,/celebrity/patrick_s_harrigan,/celebrity/glen_lloyd_hahn,/celebrity/maria_dalessio,/celebrity/linda_moline,/celebrity/cynthia_banks,/celebrity/heather_dalberg,/celebrity/robin_hansen,/celebrity/nancy_dregan,/celebrity/manuella_mora,/celebrity/krystal_sather,/celebrity/mildred_smedley,/celebrity/ysobel_villanera	A killer dressed in a police uniform begins murdering innocent people on the streets of New York City.	Jul 18, 1990 wide	Action & Adventure, Horror, Mystery & Suspense	Live Home Video	William Lustig	90 minutes	NONE	R	Larry Cohen, Lawrence Cohen
gravy	42%	33%	Lothaire Bluteau,Michael Weston,Jimmi Simpson,Lily Cole,Molly Ephraim,Sutton Foster,Dulé Hill,Gabriel Luna,Paul Rodriguez,Gabourey Sidibe,Sarah Silverman	/celebrity/lothaire_bluteau,/celebrity/michael_weston,/celebrity/jimmy_simpson,/celebrity/lily-cole,/celebrity/molly_ephraim,/celebrity/sutton_foster,/celebrity/dule_hill,/celebrity/gabriel_luna,/celebrity/paul_rodriguez,/celebrity/gabourey_sidibe,/celebrity/sarah_silverman	It's Halloween night. A trio of costumed misfits with very special dietary requirements invades a Mexican cantina and forces the staff to engage in a late night of gluttony. The only caveat is what's on the menu... and who will survive until morning!	Oct 6, 2015 limited	Comedy, Horror	Shout! Factory	James Roday	95 minutes	NONE	NR	James Roday, Todd Harthan
queen_margot	88%	81%	Isabelle Adjani,Daniel Auteuil,Jean-Hugues Anglade,Vincent Perez (III),Pascal Greggory,Julian Rassam,Virna Lisi,Otto Tausig,Thomas Kretschmann,Julien Rassam,Jean-Claude Brialy,Dominique Blanc,Jean-Philippe Écoffey,Emmanuel Salinger,Claudio Amendola,Miguel Bosé,Asia Argento,Jean-Marc Stehle,Bruno Todeschini,Albano Guaetta,Michele Marquais,Ulrich Wildgruber,Dorte Lyssewsky,Tolsty,Johan Leysen,Jean-Marc Stehel,Philippe Duclos,Marc Citti,Bernard Verley,Alexis Nitzer,Barbet Schroeder,Laure Marsac,Melanie Vaudine,Valeria Bruni Tedeschi,Charles Nelson Reilly,Marina Golovine,Richard Bohringer,Christophe Bernard,Roman Massine,Charlie Nelson,Philippe Laudenbach,Bernard Nissile,Nicolas Vaude,Laurent Arnal,Daniel Breton,Carlos López,Gregoire Colin,Julie-Anne Rauth,Cecile Caillaud,Jean Douchet,Marian Blicharz,Zygmunt Kargol,Erwan Dujardin	/celebrity/isabelle_adjani,/celebrity/daniel_auteuil,/celebrity/jeanhugues_anglade,/celebrity/vincent_perez,/celebrity/pascal_greggory,/celebrity/julian_rassam,/celebrity/virna_lisi,/celebrity/otto-tausig,/celebrity/thomas_kretschmann,/celebrity/julien_rassam,/celebrity/jeanclaude_brialy,/celebrity/dominique_blanc,/celebrity/jeanphilippe_ecoffey,/celebrity/emmanuel_salinger,/celebrity/claudio_amendola,/celebrity/miguel_bose,/celebrity/asia_argento,/celebrity/jeanmarc-stehle,/celebrity/bruno_todeschini,/celebrity/albano_guaetta,/celebrity/michele_marquais,/celebrity/ulrich_wildgruber,/celebrity/dorte_lyssewsky,/celebrity/tolsty,/celebrity/johan_leysen,/celebrity/jean_marc_stehel,/celebrity/philippe_duclos,/celebrity/marc_citti,/celebrity/bernard-verley,/celebrity/alexis_nitzer,/celebrity/barbet_schroeder,/celebrity/laure_marsac,/celebrity/melanie_vaudine,/celebrity/valeria_bruni_tedeschi_2,/celebrity/charles_nelson_reilly,/celebrity/marina_golovine,/celebrity/richard_bohringer,/celebrity/christophe_bernard,/celebrity/roman_massine,/celebrity/charlie_nelson,/celebrity/philippe_laudenbach,/celebrity/bernard_nissile,/celebrity/nicolas-vaude,/celebrity/laurent_arnal,/celebrity/daniel_breton,/celebrity/,/celebrity/gregoire_colin,/celebrity/julie_anne_rauth,/celebrity/cecile_caillaud,/celebrity/jean_douchet,/celebrity/marian_blicharz,/celebrity/zygmunt_kargol,/celebrity/erwan_dujardin	The historical novel by Alexandre Dumas was adapted for the screen with this lavish French epic, winner of 5 Césars and a pair of awards at the Cannes Film Festival. Isabelle Adjani stars as Marguerite de Valois, better known as Margot, daughter of scheming Catholic power player Catherine de Medici (Virna Lisi). Margot is an heiress to the throne during the late 16th century reign of the neurotic, hypochondriac King Charles IX (Jean-Hugues Anglade), a time when Protestants and Catholics are vying for political control of France. Catherine decides to make an overture of good will by offering up Margot in marriage to prominent Protestant Huguenot Henri of Navarre (Daniel Auteuil), although she also schemes to bring about the notorious St. Bartholomew's Day massacre of 1572, when tens of thousands of Protestants are slaughtered. The marriage goes forward but Margot doesn't love Henri and takes a lover, the soldier La Mole (Vincent Perez), also a Protestant from a well-to-do family. Murders by poisoning follow, as court intrigues multiply and Catherine's villainous plotting to place her son Anjou (Pascal Greggory) on the throne threatens the lives of La Mole, Margot and Henri. The American release version was cut to 145 minutes. ~ Karl Williams, Rovi	Dec 9, 1994 wide	Art House & International, Classics, Drama, Romance	Miramax Films	Patrice Chéreau	161 minutes	NONE	R	Patrice Chéreau, Danièle Thompson
1007832-frantic	63%	78%	Harrison Ford,Emmanuelle Seigner,Betty Buckley,Jimmie Ray Weeks,Jimmie Ray Weeks,Yorgo Voyagis,David Huddleston,Gérard Klein,Jacques Ciron,Dominique Pinon,Thomas M. Pollard,Alexandra Stewart,Robert Barr,Boll Boyer,Fonky French Family,Djiby Soumare,Dominique Virton,Louise Vinceni,Alan Ladd,Patrice Melennec,Ella Jaroszewicz,Marc Dudicourt,Artus de Penguern,Richard Dieux,Yves Rénier,Stephane D'Audeville,Alain Doutey,Robert Ground,Bruce Johnson,Andre Quiqui,Louise Vincent,Tina Sportolaro,Patrick Floersheim,Marcel Bluwal,Joelle Lagneau,Isabelle Noah,David Jalil,Jean-Claude Houbard,Raouf Ben Amor,Claude Doineau	/celebrity/harrison_ford,/celebrity/emmanuelle_seigner,/celebrity/betty_buckley,/celebrity/jimmie_ray_weeks_2,/celebrity/jimmie_ray_weeks,/celebrity/yorgo_voyagis,/celebrity/david_huddleston,/celebrity/gerard_klein,/celebrity/jacques_ciron,/celebrity/dominique_pinon,/celebrity/thomas_m_pollard,/celebrity/alexandra_stewart,/celebrity/robert_barr,/celebrity/boll_boyer,/celebrity/fonky_french_family,/celebrity/djiby_soumare,/celebrity/dominique_virton,/celebrity/louise_vinceni,/celebrity/alan_ladd_jr,/celebrity/patrice_melennec,/celebrity/ella_jaroszewicz,/celebrity/marc-dudicourt,/celebrity/artus_de_penguern,/celebrity/richard_dieux,/celebrity/yves_renier,/celebrity/stephane_daudeville,/celebrity/alain_doutey,/celebrity/robert_ground,/celebrity/bruce_johnson,/celebrity/andre_quiqui,/celebrity/louise_vincent,/celebrity/tina-sportolaro,/celebrity/patrick_floersheim,/celebrity/marcel_bluwal,/celebrity/joelle_lagneau,/celebrity/isabelle_noah,/celebrity/david_jalil,/celebrity/jean_claude_houbard,/celebrity/raouf_ben_amor,/celebrity/claude_doineau	San Francisco doctor Harrison Ford and his wife Betty Buckley journey to Paris, where Ford is to lecture at a major medical conference. The day of their arrival, Betty happens to pick up the wrong suitcase at the airport; the next day, she completely vanishes from sight. Receiving surprisingly little help from the authorities, who assume that the missing Betty is off on a romantic rendezvous, Ford launches his own investigation, only to be sucked into a maelstrom of espionage and international terrorism. Frantic proved positively that director Roman Polanski had not lost his touch during his three-year absence from films.	Feb 26, 1988 wide	Action & Adventure, Drama, Mystery & Suspense	Warner Home Video	Roman Polanski	120 minutes	NONE	R (adult situations/language, nudity, violence)	Roman Polanski, Gérard Brach
triple_9	42%	53%	Casey Affleck,Chiwetel Ejiofor,Anthony Mackie,Kate Winslet,Woody Harrelson,Clifton Collins Jr.,Aaron Paul,Norman Reedus,Teresa Palmer,Gal Gadot,Michael Kenneth Williams,Michelle Ang,Carlos Aviles,Luis Da Silva Jr.,E. Roger Mitchell,Blake McLennan,Zane Pittman,Dev Kingsley,Natalie Pero,Ian Casselberry,Christine Horn,Valiant Michael,Labrandon Shead,Terri Abney,Hakim Callender,Walter Hendrix, III,Tony Grant (IV),Anthony Belevtsov,Michelle Rivera,Karen Kaia Livers,Terence Rosemore	/celebrity/casey_affleck,/celebrity/chiwetel-ejiofor,/celebrity/anthony_mackie,/celebrity/kate_winslet,/celebrity/woody_harrelson,/celebrity/clifton_collins_jr,/celebrity/aaron_paul,/celebrity/norman_reedus,/celebrity/1173897-teresa_palmer,/celebrity/gal-gadot,/celebrity/michael-kenneth-williams,/celebrity/michelle-ang,/celebrity/carlos_aviles,/celebrity/luis_da_silva_jr,/celebrity/e-roger-mitchell,/celebrity/blake_mclennan,/celebrity/zane_pittman,/celebrity/dev_kingsley,/celebrity/natalie_pero,/celebrity/ian_casselberry,/celebrity/christine_horn,/celebrity/valiant_michael,/celebrity/labrandon_shead_2,/celebrity/terri_abney,/celebrity/hakim_callender,/celebrity/walter_hendrix_iii,/celebrity/tony-grant,/celebrity/anthony_belevtsov,/celebrity/michelle_rivera,/celebrity/karen_kaia_livers,/celebrity/terence_rosemore	In TRIPLE NINE, a crew of dirty cops is blackmailed by the Russian mob to execute a virtually impossible heist and the only way to pull it off is to manufacture a 999, police code for "officer down." Their plan is turned upside down when the unsuspecting rookie they set up to die foils the attack, triggering a breakneck action-packed finale tangled with double-crosses, greed and revenge. (C) Open Road Films	Feb 26, 2016 wide	Action & Adventure, Drama	Open Road Films	John Hillcoat	116 minutes	NONE	R (for strong violence and language throughout, drug use and some nudity)	Matt Cook
madman_1981	35%	33%	Alexis Dubin,Tony Fish,Jan Claire,Harriet Bass,Seth Jones,Paul Ehlers,Carl Fredericks,Jimmy Steele,Alex Murphy,Michael Sullivan,Gaylen Ross	/celebrity/alexis_dubin,/celebrity/tony-fish,/celebrity/jan-claire,/celebrity/harriet-bass,/celebrity/seth-jones,/celebrity/paul_ehlers,/celebrity/carl_fredericks,/celebrity/jimmy_steele,/celebrity/alex_murphy,/celebrity/michael_sullivan,/celebrity/gaylen_ross	An axe-wielding maniac named 'Madman Marz' comes back to life and terrorizes a summer camp.	Jan 1, 1981 wide	Action & Adventure, Horror	Jensen Farley Pictures	Joe Giannone	88 minutes	NONE	R	Joe Giannone, Elaine Mueller
im_losing_you	33%	40%	Andrew McCarthy,Frank Langella,Elizabeth Perkins,Gina Gershon,Rosanna Arquette,Daniel von Bargen,Amanda Donohoe,Laraine Newman,Ed Begley Jr.,Salome Jens,Norman Reedus,Buck Henry,Aria Noelle Curzon	/celebrity/andrew_mccarthy,/celebrity/frank_langella,/celebrity/elizabeth_perkins,/celebrity/gina_gershon,/celebrity/rosanna_arquette,/celebrity/daniel_von_bargen,/celebrity/amanda_donohoe,/celebrity/laraine_newman,/celebrity/ed_begley_jr,/celebrity/salome_jens,/celebrity/norman_reedus,/celebrity/buck_henry,/celebrity/aria-noelle-curzon	This 1998 film about a dysfunctional Los Angeles family is directed by Bruce Wagner, on whose novel this is based. Everyone in this family has a problem. Perry (Frank Langella) is a successful TV producer who has been diagnosed with inoperable cancer just before his 60th birthday. His son Bertie (Andrew McCarthy) is an unsuccessful actor but a wonderful father with an adorable daughter and an ex-wife who is known to show up for visitations visibly stoned. Rachel (Rosanna Arquette), a niece who is now his adopted daughter, finds out that her father murdered her mother years ago before taking his own life. We follow these characters as they go through their share of hardships and love. We are given a lot to chew on, including death, adultery, AIDS, and deceit. Wagner got a lot of very good actors to appear in small roles, including Amanda Donohoe, Buck Henry, Elizabeth Perkins, and Ed Begley Jr.. Prior to this film Wagner was chiefly known as the writer of Wild Palms and Scenes from the Class Struggle in Beverly Hills. ~ Brett Harrison, Rovi	Jul 16, 1999 wide	Drama	Sterling Entertainment	Bruce Wagner	102 minutes	$12,688	R (adult situations/language, nudity, sex)	Bruce Wagner
the_interview_2014	48%	51%	James Franco,Seth Rogen,Lizzy Caplan,Randall Park,Diana Bang,Joseph Gordon-Levitt,Timothy C. Simons,Anders Holm,Reese Alexander,James Yi,Paul Bae,Geoff Gustafson,Dominique Lalonde,Anesha Bailey,Charles Chun,Charles Rahi Chun,Don Chow,Yun-a Song,Willem Jacobson,Daniel Lim,Harrison Lee,Jason Cox,John Coughlin,Peter Neilly,Yoosik Oum,Scott Seol,Daniel Park,Justin Lee (II) ,Don Lew,Andrew Chin,Jung Jin Park,Dan Sterling,Fred Henderson,Danny Shea,Tommy Chang,Justin Cho,David Kim,Adrian deLotz,Hong-Gill Cha,Sean Cho,David Ko,Jack Jekeon Cha,William ,Alice Wetterlund,Stacey Turner,Ben Schwartz,Danyella Angel,Alan Blumenfeld,Paola Botero,Thomas Cadrot,Steve Chang,David Diaan,Paul Herbert,Daniel Juhn,Nick Kaiser,Daeyoung Danny Kim,Crystal Lee,Won Hee Lee,Mercy Malick,Isaac Shr,Paniz Zade	/celebrity/james_franco,/celebrity/seth_rogen,/celebrity/lizzy-caplan,/celebrity/randall_park,/celebrity/diana_bang,/celebrity/joseph_gordonlevitt,/celebrity/timothy_c_simons,/celebrity/anders_holm,/celebrity/reese_alexander,/celebrity/james_yi,/celebrity/paul_bae,/celebrity/geoff-gustafson,/celebrity/dominique_lalonde,/celebrity/anesha_bailey,/celebrity/charles_chun,/celebrity/charles_rahi_chun,/celebrity/don_chow,/celebrity/yun_a_song,/celebrity/willem_jacobson,/celebrity/daniel_lim,/celebrity/harrison_lee,/celebrity/jason_cox,/celebrity/john_coughlin,/celebrity/peter_neilly,/celebrity/yoosik_oum,/celebrity/scott_seol,/celebrity/daniel_park,/celebrity/justin_lee,/celebrity/don_lew,/celebrity/andrew_chin,/celebrity/jung_jin_park,/celebrity/dan_sterling_51,/celebrity/fred_henderson,/celebrity/danny_shea,/celebrity/tommy_chang,/celebrity/justin_cho,/celebrity/,/celebrity/adrian_delotz,/celebrity/hong_gill_cha,/celebrity/sean_cho,/celebrity/david_ko,/celebrity/jack_jekeon_cha,/celebrity/william_bigsleeps_stewart_2,/celebrity/alice_wetterlund,/celebrity/stacey_turner,/celebrity/ben_schwartz,/celebrity/danyella_angel,/celebrity/alan-blumenfeld,/celebrity/paola_botero,/celebrity/thomas_cadrot,/celebrity/steve_chang,/celebrity/david-diaan,/celebrity/paul_herbert_2,/celebrity/daniel_juhn,/celebrity/nick_kaiser,/celebrity/daeyoung_danny_kim,/celebrity/crystal_lee,/celebrity/won_hee_lee,/celebrity/mercy_malick,/celebrity/isaac_shr,/celebrity/paniz_zade	In the action-comedy The Interview, Dave Skylark (James Franco) and his producer Aaron Rapoport (Seth Rogen) run the popular celebrity tabloid TV show "Skylark Tonight." When they discover that North Korean dictator Kim Jong-un is a fan of the show, they land an interview with him in an attempt to legitimize themselves as journalists. As Dave and Aaron prepare to travel to Pyongyang, their plans change when the CIA recruits them, perhaps the two least-qualified men imaginable, to assassinate Kim Jong-un. (c) Sony	Dec 25, 2014 limited	Comedy	Sony Pictures	Seth Rogen, Evan Goldberg	112 minutes	$4,551,688	R (for pervasive language, crude and sexual humor, nudity, some drug use and bloody violence)	Seth Rogen, Evan Goldberg
the_trip_2011	70%	88%	Steve Coogan,Rob Brydon,Claire Keelan,Margo Stilley,Rebecca Johnson,Dolya Gavanski,Kerry Shale	/celebrity/steve_coogan,/celebrity/rob_brydon,/celebrity/claire_keelan,/celebrity/margo_stilley,/celebrity/rebecca_johnson,/celebrity/dolya_gavanski,/celebrity/kerry_shale	Playing loose versions of themselves, Steve Coogan and Rob Brydon reprise their hilariously fictionalized roles from Tristam Shandy: A Cock and Bull Story and reunite with acclaimed director Michael Winterbottom for an acerbically witty, largely improvised ride through the English countryside. Tapped by The Observer to review fine restaurants throughout the Lake District and Yorkshire Dales, Steve finds himself without a traveling companion after his girlfriend decides not to go at the last minute. After being turned down by everyone else he knows, Steve extends an invitation to Rob, and together the pair attempt to navigate the winding back roads of rural England, impersonating popular celebrities such as Michael Caine, Woody Allen and Liam Neeson (among many others) and bickering along the way. -- (C) IFC	Jun 10, 2011 limited	Art House & International, Comedy	IFC Films	Michael Winterbottom	107 minutes	$1,600,000	NR	NONE
